time,pos
0.0,0.14986425638198853
0.01,0.14796754717826843
0.02,0.14516408741474152
0.03,0.1418570727109909
0.04,0.13844028115272522
0.05,0.13526120781898499
0.06,0.13259418308734894
0.07,0.13062416017055511
0.08,0.12944164872169495
0.09,0.12904776632785797
0.1,0.1293669044971466
0.11,0.13026514649391174
0.12,0.1315716803073883
0.13,0.13310080766677856
0.14,0.13467195630073547
0.15,0.13612660765647888
0.16,0.13734039664268494
0.17,0.1382303088903427
0.18,0.13875673711299896
0.19,0.13892105221748352
0.2,0.13875959813594818
0.21,0.13833507895469666
0.22,0.13772666454315186
0.23,0.13701997697353363
0.24,0.13629776239395142
0.25,0.13563236594200134
0.26,0.13508015871047974
0.27,0.13467839360237122
0.28,0.13444432616233826
0.29,0.13437648117542267
0.3,0.13445743918418884
0.31,0.1346578598022461
0.32,0.13494104146957397
0.33,0.13526755571365356
0.34,0.13559943437576294
0.35000000000000003,0.1359037458896637
0.36,0.1361548900604248
0.37,0.13633617758750916
0.38,0.13644012808799744
0.39,0.1364678144454956
0.4,0.13642749190330505
0.41000000000000003,0.13633295893669128
0.42,0.13620124757289886
0.43,0.13605040311813354
0.44,0.1358979344367981
0.45,0.13575881719589233
0.46,0.13564462959766388
0.47000000000000003,0.13556285202503204
0.48,0.13551676273345947
0.49,0.13550564646720886
0.5,0.13552556931972504
0.51,0.13557010889053345
0.52,0.13563139736652374
0.53,0.1357010453939438
0.54,0.13577109575271606
0.55,0.1358346939086914
0.56,0.13588657975196838
0.5700000000000001,0.13592344522476196
0.58,0.13594385981559753
0.59,0.13594822585582733
0.6,0.13593842089176178
0.61,0.13591745495796204
0.62,0.1358889639377594
0.63,0.13585680723190308
0.64,0.13582465052604675
0.65,0.13579556345939636
0.66,0.1357719898223877
0.67,0.13575534522533417
0.68,0.1357463300228119
0.6900000000000001,0.13574467599391937
0.7000000000000001,0.13574948906898499
0.71,0.13575933873653412
0.72,0.13577257096767426
0.73,0.13578741252422333
0.74,0.13580219447612762
0.75,0.13581547141075134
0.76,0.13582618534564972
0.77,0.13583369553089142
0.78,0.13583765923976898
0.79,0.13583825528621674
0.8,0.1358359158039093
0.81,0.13583128154277802
0.8200000000000001,0.13582511246204376
0.8300000000000001,0.1358182728290558
0.84,0.13581150770187378
0.85,0.13580544292926788
0.86,0.1358005702495575
0.87,0.13579720258712769
0.88,0.135795459151268
0.89,0.1357952505350113
0.9,0.13579639792442322
0.91,0.13579857349395752
0.92,0.13580140471458435
0.93,0.13580456376075745
0.9400000000000001,0.13580770790576935
0.9500000000000001,0.1358104795217514
0.96,0.1358126848936081
0.97,0.13581416010856628
0.98,0.13581496477127075
0.99,0.13581500947475433
1.0,0.13581444323062897
1.01,0.1358134150505066
1.02,0.13581208884716034
1.03,0.13581062853336334
1.04,0.13580919802188873
1.05,0.13580794632434845
1.06,0.13580694794654846
1.07,0.13580629229545593
1.08,0.13580594956874847
1.09,0.13580593466758728
1.1,0.13580618798732758
1.11,0.13580666482448578
1.12,0.13580729067325592
1.1300000000000001,0.13580796122550964
1.1400000000000001,0.13580863177776337
1.1500000000000001,0.13580918312072754
1.16,0.13580963015556335
1.17,0.13580995798110962
1.18,0.13581010699272156
1.19,0.13581010699272156
1.2,0.135809987783432
1.21,0.1358097642660141
1.22,0.13580948114395142
1.23,0.13580915331840515
1.24,0.13580885529518127
1.25,0.13580858707427979
1.26,0.13580837845802307
1.27,0.13580825924873352
1.28,0.13580815494060516
1.29,0.13580819964408875
1.3,0.13580825924873352
1.31,0.13580836355686188
1.32,0.13580846786499023
1.33,0.13580863177776337
1.34,0.1358087658882141
1.35,0.13580888509750366
1.36,0.13580897450447083
1.37,0.1358090341091156
1.3800000000000001,0.135809063911438
1.3900000000000001,0.135809063911438
1.4000000000000001,0.1358090341091156
1.41,0.13580898940563202
1.42,0.13580894470214844
1.43,0.13580888509750366
1.44,0.1358088254928589
1.45,0.1358087658882141
1.46,0.13580872118473053
1.47,0.13580867648124695
1.48,0.13580866158008575
1.49,0.13580864667892456
1.5,0.13580866158008575
1.51,0.13580870628356934
1.52,0.13580873608589172
1.53,0.1358087658882141
1.54,0.1358087807893753
1.55,0.1358088254928589
1.56,0.13580885529518127
1.57,0.13580885529518127
1.58,0.13580885529518127
1.59,0.13580885529518127
1.6,0.13580884039402008
1.61,0.13580884039402008
1.62,0.1358088254928589
1.6300000000000001,0.1358088105916977
1.6400000000000001,0.1358088105916977
1.6500000000000001,0.1358088105916977
1.6600000000000001,0.1358087658882141
1.67,0.1358087658882141
1.68,0.1358087658882141
1.69,0.1358087658882141
1.7,0.1358087807893753
1.71,0.1358087956905365
1.72,0.1358087658882141
1.73,0.1358087956905365
1.74,0.1358087658882141
1.75,0.1358087956905365
1.76,0.1358087658882141
1.77,0.1358087956905365
1.78,0.1358087956905365
1.79,0.1358087956905365
1.8,0.1358087956905365
1.81,0.1358087658882141
1.82,0.1358087658882141
1.83,0.1358087658882141
1.84,0.1358087658882141
1.85,0.1358087658882141
1.86,0.1358087807893753
1.87,0.1358087956905365
1.8800000000000001,0.1358087807893753
1.8900000000000001,0.1358087956905365
1.9000000000000001,0.1358088105916977
1.9100000000000001,0.1358088254928589
1.92,0.1358088105916977
1.93,0.1358088254928589
1.94,0.1358088105916977
1.95,0.1358088105916977
1.96,0.1358088254928589
1.97,0.1358088254928589
1.98,0.1358087956905365
1.99,0.1358087956905365
2.0,0.1358087956905365
