time,pos_7.943282347242816,pos_8.092464596220182,pos_8.244448626934243,pos_8.399287059458466,pos_8.55703350212035,pos_8.717742570061775,pos_8.88146990414791,pos_9.048272190231256,pos_9.218207178777467,pos_9.391333704859807,pos_9.567711708529059,pos_9.747402255566064,pos_9.93046755862395,pos_10.116970998767496,pos_10.306977147416966,pos_10.500551788704103,pos_10.697761942247986,pos_10.898675886358628,pos_11.103363181676379,pos_11.311894695255262,pos_11.524342625098656,pos_11.740780525155765,pos_11.961283330787534,pos_12.185927384710878,pos_12.4147904634301,pos_12.647951804164782,pos_12.88549213228336,pos_13.12749368925199,pos_13.374040261108215,pos_13.625217207469502,pos_13.88111149108652,pos_14.141811707951478,pos_14.407408117971945,pos_14.677992676220699,pos_14.953659064772518,pos_15.234502725138924,pos_15.520620891311996,pos_15.812112623428845,pos_16.109078842068335,pos_16.41162236319189,pos_16.71984793374057,pos_17.033862267900652,pos_17.35377408405033,pos_17.6796941424003,pos_18.01173528334133,pos_18.350012466511902,pos_18.694642810599717,pos_19.04574563389063,pos_19.40344249557915,pos_19.767857237854834,pos_20.139116028779004,pos_20.517347405966817,pos_20.90268232108972,pos_21.29525418521362,pos_21.695198914988655,pos_22.10265497970638,pos_22.517763449240753,pos_22.9406680428895,pos_23.371515179132786,pos_23.81045402632634,pos_24.25763655434669,pos_24.713217587206376,pos_25.177354856657228,pos_25.650209056800456,pos_26.13194389972233,pos_26.62272617217474,pos_27.12272579332028,pos_27.63211587356191,pos_28.1510727744773,pos_28.679776169879045,pos_29.21840910802144,pos_29.767158074975683,pos_30.32621305919528,pos_30.895767617294034,pos_31.476018941059422,pos_32.0671679257246,pos_32.669419239522455,pos_33.282981394546205,pos_33.908066818940526,pos_34.54489193044877,pos_35.193677211341274,pos_35.85464728475101,pos_36.52803099244284,pos_37.21406147404329,pos_37.912976247758564,pos_38.625017292608135,pos_39.35043113220318,pos_40.089468920098085,pos_40.842386526745216,pos_41.609444628082585,pos_42.3909087957854,pos_43.18704958921251,pos_43.998142649079895,pos_44.824468792893086,pos_45.666314112172294,pos_46.523970071503186,pos_47.39773360944813,pos_48.28790724135257,pos_49.194799164082205,pos_50.11872336272722
0.0,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986424148082733,0.14986425638198853,0.14986425638198853,0.14986424148082733,0.14986427128314972,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986424148082733,0.14986427128314972,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986424148082733,0.14986427128314972,0.14986427128314972,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986424148082733,0.14986425638198853,0.14986425638198853,0.14986424148082733,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986427128314972,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986424148082733,0.14986424148082733,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986427128314972,0.14986425638198853,0.14986425638198853,0.14986427128314972,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986424148082733,0.14986425638198853,0.14986425638198853,0.14986424148082733,0.14986425638198853,0.14986425638198853,0.14986427128314972,0.14986424148082733,0.14986425638198853,0.14986427128314972,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986424148082733,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986427128314972,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986427128314972,0.14986425638198853,0.14986425638198853,0.14986425638198853
0.01,0.14825090765953064,0.1482505351305008,0.14825016260147095,0.1482497751712799,0.14824938774108887,0.14824901521205902,0.1482486128807068,0.14824822545051575,0.14824779331684113,0.1482473760843277,0.14824692904949188,0.14824649691581726,0.14824604988098145,0.14824560284614563,0.14824512600898743,0.1482446789741516,0.1482442170381546,0.1482437252998352,0.14824320375919342,0.14824271202087402,0.14824219048023224,0.14824166893959045,0.14824113249778748,0.1482405811548233,0.14824000000953674,0.14823944866657257,0.1482388973236084,0.14823831617832184,0.1482376903295517,0.14823706448078156,0.1482364535331726,0.14823584258556366,0.14823521673679352,0.1482345461845398,0.14823387563228607,0.14823317527770996,0.14823251962661743,0.14823180437088013,0.14823108911514282,0.14823037385940552,0.14822961390018463,0.14822886884212494,0.14822807908058167,0.14822730422019958,0.14822649955749512,0.14822569489479065,0.1482248604297638,0.14822401106357574,0.1482231467962265,0.14822229743003845,0.14822138845920563,0.1482204794883728,0.14821955561637878,0.14821864664554596,0.14821767807006836,0.14821672439575195,0.14821571111679077,0.14821471273899078,0.1482136845588684,0.14821262657642365,0.14821158349514008,0.14821049571037292,0.14820940792560577,0.14820829033851624,0.14820712804794312,0.14820601046085358,0.14820480346679688,0.14820361137390137,0.14820237457752228,0.14820115268230438,0.1481998860836029,0.14819860458374023,0.14819729328155518,0.14819598197937012,0.14819464087486267,0.14819324016571045,0.14819186925888062,0.1481904536485672,0.1481889933347702,0.14818750321865082,0.14818602800369263,0.14818450808525085,0.1481829732656479,0.14818142354488373,0.148179829120636,0.14817818999290466,0.14817659556865692,0.14817491173744202,0.14817319810390472,0.14817149937152863,0.14816975593566895,0.14816798269748688,0.14816617965698242,0.14816437661647797,0.14816251397132874,0.1481606364250183,0.1481587141752243,0.1481567919254303,0.1481548547744751,0.14815285801887512
0.02,0.14593833684921265,0.14593681693077087,0.1459352821111679,0.14593371748924255,0.145932137966156,0.14593052864074707,0.14592885971069336,0.14592720568180084,0.14592547714710236,0.14592373371124268,0.1459219604730606,0.14592017233371735,0.14591830968856812,0.14591644704341888,0.14591452479362488,0.14591260254383087,0.1459106206893921,0.14590860903263092,0.14590653777122498,0.14590448141098022,0.1459023356437683,0.1459001749753952,0.1458979696035385,0.14589571952819824,0.1458934247493744,0.14589111506938934,0.14588874578475952,0.1458863466978073,0.14588387310504913,0.14588135480880737,0.14587882161140442,0.14587627351284027,0.14587363600730896,0.14587095379829407,0.1458682119846344,0.14586541056632996,0.14586259424686432,0.1458597183227539,0.1458568125963211,0.14585381746292114,0.1458507776260376,0.14584770798683167,0.14584457874298096,0.14584138989448547,0.14583814144134521,0.1458348035812378,0.14583146572113037,0.1458280384540558,0.14582455158233643,0.14582103490829468,0.14581745862960815,0.14581377804279327,0.145810067653656,0.14580631256103516,0.14580246806144714,0.14579856395721436,0.1457945853471756,0.14579056203365326,0.14578644931316376,0.14578229188919067,0.14577805995941162,0.1457737386226654,0.145769402384758,0.14576494693756104,0.1457604467868805,0.14575588703155518,0.1457512378692627,0.14574652910232544,0.14574174582958221,0.14573687314987183,0.14573195576667786,0.14572693407535553,0.14572185277938843,0.14571669697761536,0.1457115113735199,0.1457061916589737,0.1457008421421051,0.14569541811943054,0.14568988978862762,0.14568431675434113,0.14567863941192627,0.14567293226718903,0.14566713571548462,0.14566129446029663,0.14565536379814148,0.14564937353134155,0.14564332365989685,0.1456371396780014,0.14563095569610596,0.14562468230724335,0.14561839401721954,0.14561200141906738,0.14560556411743164,0.1455990970134735,0.1455925703048706,0.14558596909046173,0.14557933807373047,0.14557264745235443,0.145565927028656,0.1455591917037964
0.03,0.14312151074409485,0.1431177854537964,0.14311397075653076,0.14311009645462036,0.14310616254806519,0.14310216903686523,0.14309805631637573,0.14309392869472504,0.1430896669626236,0.14308536052703857,0.1430809646844864,0.14307649433612823,0.1430719792842865,0.1430673450231552,0.14306265115737915,0.14305783808231354,0.14305296540260315,0.1430480033159256,0.1430429369211197,0.143037810921669,0.14303256571292877,0.14302723109722137,0.143021821975708,0.1430162787437439,0.1430106908082962,0.14300498366355896,0.14299917221069336,0.1429932713508606,0.1429872363805771,0.14298111200332642,0.1429748833179474,0.1429685801267624,0.14296215772628784,0.14295560121536255,0.1429489701986313,0.1429421752691269,0.14293532073497772,0.14292828738689423,0.14292122423648834,0.14291399717330933,0.14290663599967957,0.14289917051792145,0.14289158582687378,0.14288389682769775,0.14287607371807098,0.14286810159683228,0.1428600251674652,0.1428518146276474,0.14284348487854004,0.14283505082130432,0.14282642304897308,0.14281770586967468,0.14280885457992554,0.14279988408088684,0.1427907645702362,0.14278152585029602,0.1427721530199051,0.1427626609802246,0.1427529901266098,0.14274322986602783,0.14273332059383392,0.14272329211235046,0.14271312952041626,0.14270281791687012,0.14269237220287323,0.14268183708190918,0.142671138048172,0.14266031980514526,0.14264939725399017,0.14263834059238434,0.14262713491916656,0.14261585474014282,0.14260439574718475,0.1425928771495819,0.14258123934268951,0.14256951212882996,0.14255768060684204,0.14254574477672577,0.14253368973731995,0.14252156019210815,0.1425093412399292,0.14249706268310547,0.14248472452163696,0.1424723118543625,0.14245985448360443,0.1424473226070404,0.14243479073047638,0.1424221694469452,0.14240959286689758,0.1423969566822052,0.1423843502998352,0.1423717737197876,0.14235919713974,0.14234666526317596,0.1423342078924179,0.14232179522514343,0.14230947196483612,0.14229725301265717,0.14228513836860657,0.1422731876373291
0.04,0.14000990986824036,0.14000266790390015,0.13999532163143158,0.13998782634735107,0.13998019695281982,0.1399724781513214,0.13996458053588867,0.1399565488100052,0.13994836807250977,0.1399400532245636,0.1399315893650055,0.13992297649383545,0.13991424441337585,0.13990531861782074,0.1398962438106537,0.1398870050907135,0.13987763226032257,0.1398681104183197,0.1398583948612213,0.13984856009483337,0.13983851671218872,0.13982827961444855,0.13981792330741882,0.13980737328529358,0.13979662954807281,0.1397857517004013,0.13977466523647308,0.13976341485977173,0.13975192606449127,0.13974028825759888,0.13972848653793335,0.1397165060043335,0.13970430195331573,0.13969190418720245,0.13967932760715485,0.13966652750968933,0.13965356349945068,0.13964037597179413,0.13962700963020325,0.13961344957351685,0.13959965109825134,0.1395856738090515,0.13957151770591736,0.1395571380853653,0.1395425647497177,0.13952775299549103,0.13951276242733002,0.1394975632429123,0.13948217034339905,0.13946659862995148,0.1394507735967636,0.1394347995519638,0.1394186168909073,0.13940221071243286,0.1393856406211853,0.13936886191368103,0.13935190439224243,0.1393347531557083,0.13931742310523987,0.1392999142408371,0.1392822414636612,0.13926440477371216,0.13924640417099,0.13922825455665588,0.13920992612838745,0.13919147849082947,0.13917288184165955,0.13915416598320007,0.13913537561893463,0.13911643624305725,0.1390973925590515,0.139078289270401,0.13905906677246094,0.13903984427452087,0.13902053236961365,0.13900123536586761,0.1389819085597992,0.13896259665489197,0.13894328474998474,0.1389240026473999,0.13890478014945984,0.13888567686080933,0.13886666297912598,0.13884779810905457,0.1388290822505951,0.13881050050258636,0.13879218697547913,0.1387740820646286,0.13875624537467957,0.1387387067079544,0.1387214958667755,0.13870470225811005,0.13868828117847443,0.13867232203483582,0.1386568546295166,0.1386418640613556,0.13862746953964233,0.13861370086669922,0.13860058784484863,0.13858816027641296
0.05,0.1368124634027481,0.13680043816566467,0.13678818941116333,0.13677574694156647,0.1367630660533905,0.1367502212524414,0.13673707842826843,0.13672378659248352,0.13671021163463593,0.13669641315937042,0.1366824060678482,0.1366681456565857,0.13665366172790527,0.13663895428180695,0.13662396371364594,0.13660869002342224,0.13659325242042542,0.1365775167942047,0.1365615427494049,0.136545330286026,0.13652881979942322,0.13651204109191895,0.13649502396583557,0.1364777386188507,0.13646019995212555,0.13644233345985413,0.1364242434501648,0.13640588521957397,0.13638721406459808,0.1363683044910431,0.13634908199310303,0.13632959127426147,0.13630986213684082,0.1362898200750351,0.13626950979232788,0.1362488865852356,0.13622799515724182,0.13620683550834656,0.1361854076385498,0.13616368174552917,0.13614168763160706,0.13611942529678345,0.13609689474105835,0.13607411086559296,0.13605105876922607,0.1360277533531189,0.13600413501262665,0.13598032295703888,0.13595624268054962,0.13593192398548126,0.135907381772995,0.13588261604309082,0.13585765659809113,0.13583245873451233,0.135807067155838,0.13578149676322937,0.1357557475566864,0.1357298493385315,0.13570378720760345,0.13567757606506348,0.13565127551555634,0.13562485575675964,0.13559837639331818,0.13557180762290955,0.13554520905017853,0.13551858067512512,0.1354919672012329,0.1354653537273407,0.13543882966041565,0.13541236519813538,0.13538601994514465,0.1353597790002823,0.13533371686935425,0.13530787825584412,0.13528230786323547,0.13525699079036713,0.13523204624652863,0.1352074146270752,0.1351832151412964,0.13515940308570862,0.13513615727424622,0.13511347770690918,0.1350913792848587,0.13506995141506195,0.1350492388010025,0.13502928614616394,0.13501019775867462,0.13499200344085693,0.13497474789619446,0.13495853543281555,0.1349434107542038,0.13492950797080994,0.1349167823791504,0.1349053978919983,0.1348954141139984,0.13488689064979553,0.13487988710403442,0.13487452268600464,0.13487085700035095,0.13486894965171814
0.06,0.13372419774532318,0.13370613753795624,0.1336877942085266,0.13366910815238953,0.13365009427070618,0.13363084197044373,0.13361120223999023,0.13359126448631287,0.13357102870941162,0.13355043530464172,0.13352954387664795,0.13350829482078552,0.13348671793937683,0.13346481323242188,0.13344252109527588,0.13341990113258362,0.1333969235420227,0.13337363302707672,0.13334998488426208,0.1333259642124176,0.13330160081386566,0.13327686488628387,0.13325178623199463,0.13322636485099792,0.13320057094097137,0.13317440450191498,0.13314791023731232,0.1331210434436798,0.13309378921985626,0.13306622207164764,0.1330382525920868,0.13300997018814087,0.13298135995864868,0.13295236229896545,0.13292308151721954,0.1328933984041214,0.13286340236663818,0.1328330785036087,0.13280245661735535,0.1327715367078781,0.13274025917053223,0.13270872831344604,0.13267692923545837,0.13264480233192444,0.1326124370098114,0.13257986307144165,0.13254699110984802,0.13251394033432007,0.1324806660413742,0.1324472278356552,0.1324135959148407,0.13237987458705902,0.1323460042476654,0.13231201469898224,0.1322779655456543,0.13224387168884277,0.13220977783203125,0.13217568397521973,0.13214163482189178,0.13210764527320862,0.13207381963729858,0.1320400834083557,0.13200658559799194,0.13197332620620728,0.13194036483764648,0.13190770149230957,0.1318754106760025,0.13184361159801483,0.13181225955486298,0.1317814588546753,0.13175128400325775,0.13172173500061035,0.13169291615486145,0.1316649615764618,0.13163785636425018,0.1316116899251938,0.13158658146858215,0.13156254589557648,0.1315397322177887,0.1315181404352188,0.13149793446063995,0.1314791887998581,0.1314619779586792,0.13144642114639282,0.13143256306648254,0.1314205527305603,0.13141050934791565,0.13140243291854858,0.13139648735523224,0.13139279186725616,0.13139143586158752,0.13139252364635468,0.1313961297273636,0.13140235841274261,0.1314113736152649,0.13142316043376923,0.13143788278102875,0.13145563006401062,0.13147643208503723,0.13150042295455933
0.07,0.13091473281383514,0.1308896243572235,0.13086412847042084,0.13083821535110474,0.1308118849992752,0.13078516721725464,0.13075797259807587,0.13073043525218964,0.1307024359703064,0.13067398965358734,0.13064515590667725,0.13061589002609253,0.13058620691299438,0.13055606186389923,0.13052548468112946,0.13049444556236267,0.13046298921108246,0.13043111562728882,0.13039882481098175,0.13036605715751648,0.13033288717269897,0.13029925525188446,0.1302652209997177,0.13023075461387634,0.13019587099552155,0.13016054034233093,0.13012483716011047,0.1300887167453766,0.13005219399929047,0.13001523911952972,0.12997792661190033,0.12994025647640228,0.1299022138118744,0.12986379861831665,0.12982508540153503,0.12978599965572357,0.12974660098552704,0.12970693409442902,0.12966696918010712,0.12962675094604492,0.12958630919456482,0.12954561412334442,0.12950479984283447,0.12946371734142303,0.12942256033420563,0.12938128411769867,0.12933988869190216,0.12929849326610565,0.12925705313682556,0.12921565771102905,0.1291743516921997,0.12913313508033752,0.12909206748008728,0.12905120849609375,0.12901058793067932,0.12897029519081116,0.12893037497997284,0.12889087200164795,0.12885183095932007,0.12881335616111755,0.128775492310524,0.12873832881450653,0.12870189547538757,0.12866634130477905,0.12863171100616455,0.12859807908535004,0.12856554985046387,0.128534197807312,0.12850415706634521,0.12847545742988586,0.12844829261302948,0.12842264771461487,0.12839874625205994,0.12837664783000946,0.12835648655891418,0.12833833694458008,0.12832239270210266,0.1283087134361267,0.12829741835594177,0.1282886266708374,0.1282825469970703,0.12827922403812408,0.12827880680561066,0.12828144431114197,0.12828722596168518,0.12829630076885223,0.12830880284309387,0.12832480669021606,0.12834444642066956,0.1283678561449051,0.12839509546756744,0.12842631340026855,0.128461554646492,0.12850093841552734,0.12854447960853577,0.12859225273132324,0.12864431738853455,0.12870073318481445,0.1287614405155182,0.12882645428180695
0.08,0.1285199224948883,0.12848709523677826,0.12845373153686523,0.1284199059009552,0.1283855438232422,0.12835070490837097,0.12831534445285797,0.12827947735786438,0.1282431185245514,0.12820622324943542,0.12816886603832245,0.1281309723854065,0.12809255719184875,0.128053680062294,0.12801426649093628,0.12797434628009796,0.12793396413326263,0.12789307534694672,0.1278517097234726,0.12780985236167908,0.12776753306388855,0.12772473692893982,0.12768152356147766,0.1276378482580185,0.1275937408208847,0.1275492012500763,0.12750425934791565,0.12745893001556396,0.12741325795650482,0.12736716866493225,0.1273207813501358,0.1272740662097931,0.1272270828485489,0.127179816365242,0.1271323263645172,0.1270846128463745,0.1270366907119751,0.12698864936828613,0.12694048881530762,0.12689226865768433,0.12684401869773865,0.12679573893547058,0.12674757838249207,0.12669949233531952,0.12665152549743652,0.1266038417816162,0.12655635178089142,0.12650924921035767,0.12646247446537018,0.12641620635986328,0.12637047469615936,0.126325324177742,0.12628088891506195,0.126237154006958,0.1261943280696869,0.1261523962020874,0.12611155211925507,0.12607182562351227,0.12603333592414856,0.1259961724281311,0.12596048414707184,0.12592633068561554,0.12589389085769653,0.1258632391691208,0.12583458423614502,0.12580791115760803,0.12578348815441132,0.12576138973236084,0.12574175000190735,0.12572473287582397,0.12571050226688385,0.12569914758205414,0.12569087743759155,0.12568582594394684,0.12568414211273193,0.12568597495555878,0.1256915032863617,0.12570080161094666,0.12571410834789276,0.12573149800300598,0.1257532238960266,0.12577928602695465,0.12580987811088562,0.12584513425827026,0.12588517367839813,0.12593011558055878,0.12598001956939697,0.1260349452495575,0.1260949969291687,0.12616026401519775,0.12623068690299988,0.12630638480186462,0.12638723850250244,0.12647327780723572,0.12656445801258087,0.12666064500808716,0.12676174938678741,0.1268676072359085,0.1269780695438385,0.1270928829908371
0.09,0.1266363263130188,0.12659545242786407,0.1265539526939392,0.12651191651821136,0.12646928429603577,0.126426100730896,0.12638233602046967,0.12633803486824036,0.1262931376695633,0.12624770402908325,0.12620171904563904,0.12615513801574707,0.1261080652475357,0.12606048583984375,0.12601232528686523,0.12596365809440613,0.12591451406478882,0.12586486339569092,0.12581473588943481,0.1257641464471817,0.12571312487125397,0.12566165626049042,0.12560983002185822,0.12555760145187378,0.12550503015518188,0.12545210123062134,0.12539887428283691,0.1253453940153122,0.125291645526886,0.12523765861988068,0.12518355250358582,0.12512926757335663,0.12507498264312744,0.1250205785036087,0.12496621906757355,0.12491188943386078,0.12485769391059875,0.12480366230010986,0.12474982440471649,0.12469634413719177,0.12464319169521332,0.12459047138690948,0.12453828752040863,0.12448666989803314,0.12443572282791138,0.12438559532165527,0.12433627247810364,0.12428794056177139,0.12424062192440033,0.12419448792934418,0.12414966523647308,0.12410619109869003,0.12406425178050995,0.1240239143371582,0.12398537993431091,0.12394873797893524,0.12391414493322372,0.1238817572593689,0.12385165691375732,0.1238241046667099,0.123799167573452,0.12377703189849854,0.12375786900520325,0.12374186515808105,0.1237291693687439,0.12371993064880371,0.1237143948674202,0.1237126961350441,0.12371499836444855,0.12372148036956787,0.12373235821723938,0.12374776601791382,0.1237679272890091,0.12379297614097595,0.12382306158542633,0.12385836243629456,0.12389903515577316,0.1239452064037323,0.1239970475435257,0.12405461817979813,0.12411810457706451,0.12418751418590546,0.12426292896270752,0.12434446811676025,0.12443208694458008,0.12452587485313416,0.12462572008371353,0.1247316300868988,0.12484349310398102,0.1249612420797348,0.12508465349674225,0.1252136081457138,0.1253478229045868,0.1254870593547821,0.12563103437423706,0.12577930092811584,0.1259315013885498,0.12608717381954193,0.12624581158161163,0.12640683352947235
