time,pos_25.0,pos_26.142857142857142,pos_27.285714285714285,pos_28.428571428571427,pos_29.57142857142857,pos_30.714285714285715,pos_31.857142857142858,pos_33.0,pos_30.5,pos_30.833333333333332,pos_31.166666666666668,pos_31.5
0.0,0.1407349407672882,0.14986425638198853,0.14986425638198853,0.14986427128314972,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986425638198853,0.14986425638198853
0.01,0.14064522087574005,0.14823631942272186,0.1482323408126831,0.14822836220264435,0.1482243835926056,0.14822041988372803,0.14821648597717285,0.14821256697177887,0.14822115004062653,0.148220032453537,0.14821884036064148,0.14821770787239075
0.02,0.1403748095035553,0.14590394496917725,0.14588850736618042,0.14587320387363434,0.1458580493927002,0.1458429992198944,0.14582809805870056,0.14581333100795746,0.14584581553936005,0.14584144949913025,0.14583706855773926,0.14583274722099304
0.03,0.13987590372562408,0.14309249818325043,0.14305786788463593,0.1430238038301468,0.14299029111862183,0.14295734465122223,0.14292503893375397,0.14289334416389465,0.1429634988307953,0.14295396208763123,0.14294448494911194,0.14293505251407623
0.04,0.13914859294891357,0.1400626301765442,0.1400042176246643,0.13994741439819336,0.13989228010177612,0.13983885943889618,0.1397872418165207,0.13973742723464966,0.1398487687110901,0.13983342051506042,0.1398182362318039,0.13980317115783691
0.05,0.13823896646499634,0.13708531856536865,0.1370048224925995,0.13692811131477356,0.13685522973537445,0.13678626716136932,0.13672134280204773,0.13666045665740967,0.1367989182472229,0.13677935302257538,0.13676007091999054,0.13674119114875793
0.06,0.13723163306713104,0.13441787660121918,0.1343255639076233,0.13424058258533478,0.13416296243667603,0.13409283757209778,0.1340302675962448,0.13397525250911713,0.13410541415214539,0.1340859830379486,0.13406719267368317,0.13404899835586548
0.07,0.1362377405166626,0.1322825700044632,0.13219790160655975,0.1321256160736084,0.13206565380096436,0.1320181041955948,0.13198283314704895,0.13195978105068207,0.13202610611915588,0.13201387226581573,0.13200269639492035,0.13199254870414734
0.08,0.13538044691085815,0.13084959983825684,0.13080021739006042,0.13076947629451752,0.130757138133049,0.13076293468475342,0.13078638911247253,0.1308271437883377,0.13076046109199524,0.13076455891132355,0.13077013194561005,0.13077720999717712
0.09,0.1347794234752655,0.13022540509700775,0.13024424016475677,0.1302885115146637,0.13035741448402405,0.1304500699043274,0.1305653154850006,0.13070206344127655,0.1304309219121933,0.13046100735664368,0.13049304485321045,0.13052694499492645
0.1,0.1345362663269043,0.13044685125350952,0.13056792318820953,0.13072046637535095,0.13090264797210693,0.1311124861240387,0.13134774565696716,0.13160614669322968,0.13107112050056458,0.13113582134246826,0.13120271265506744,0.131271630525589
0.11,0.1347222626209259,0.1314813494682312,0.13173450529575348,0.1320227086544037,0.1323423981666565,0.13269010186195374,0.13306191563606262,0.13345393538475037,0.13262294232845306,0.1327277421951294,0.13283461332321167,0.13294337689876556
0.12,0.1353696584701538,0.13323253393173218,0.13363797962665558,0.13407737016677856,0.13454508781433105,0.1350354701280594,0.13554254174232483,0.1360604465007782,0.13494202494621277,0.13508757948875427,0.1352345049381256,0.13538265228271484
0.13,0.13646715879440308,0.1355505883693695,0.13611367344856262,0.13670304417610168,0.13731050491333008,0.1379278004169464,0.13854673504829407,0.13915929198265076,0.13781167566776276,0.13799232244491577,0.13817305862903595,0.1383536458015442
0.14,0.13796007633209229,0.1382461041212082,0.13895349204540253,0.13967128098011017,0.1403883695602417,0.14109399914741516,0.14177779853343964,0.14243002235889435,0.14096304774284363,0.14116641879081726,0.1413678526878357,0.14156706631183624
0.15,0.13975444436073303,0.14110614359378815,0.14192384481430054,0.1427268534898758,0.1435013711452484,0.14423462748527527,0.14491477608680725,0.14553141593933105,0.1441008448600769,0.1443081647157669,0.14451080560684204,0.14470860362052917
0.16,0.1417253166437149,0.14391136169433594,0.14478500187397003,0.1456097662448883,0.1463700532913208,0.14705225825309753,0.147644504904747,0.14813753962516785,0.14693084359169006,0.14711833000183105,0.14729800820350647,0.14746969938278198
0.17,0.14372742176055908,0.14645257592201233,0.14731021225452423,0.14807726442813873,0.14873793721199036,0.14927972853183746,0.14969319105148315,0.14997246861457825,0.14918768405914307,0.14932894706726074,0.14945916831493378,0.14957821369171143
0.18,0.1456078439950943,0.14854593575000763,0.14930333197116852,0.1499238759279251,0.15039420127868652,0.15070563554763794,0.1508539766073227,0.15083999931812286,0.15065960586071014,0.1507287174463272,0.15078392624855042,0.15082518756389618
0.19,0.14721909165382385,0.15004539489746094,0.15061330795288086,0.15099813044071198,0.15119218826293945,0.1511939913034439,0.15100818872451782,0.15064528584480286,0.15120820701122284,0.15118327736854553,0.1511424332857132,0.15108591318130493
0.2,0.14843152463436127,0.15085193514823914,0.15114495158195496,0.1512143909931183,0.15106210112571716,0.15069755911827087,0.15013758838176727,0.14940549433231354,0.15078142285346985,0.15064799785614014,0.15049812197685242,0.15033230185508728
0.21,0.14914415776729584,0.15091899037361145,0.15086497366428375,0.15055912733078003,0.15001675486564636,0.14926190674304962,0.1483265459537506,0.1472487598657608,0.14941826462745667,0.14917227625846863,0.1489112377166748,0.14863602817058563
0.22,0.14929282665252686,0.15025418996810913,0.14980332553386688,0.14909110963344574,0.14814996719360352,0.1470213681459427,0.14575394988059998,0.1444011777639389,0.14724507927894592,0.1468949168920517,0.14653337001800537,0.1461617648601532
0.23,0.1488552987575531,0.14891692996025085,0.14804956316947937,0.1469358503818512,0.14562800526618958,0.14418621361255646,0.14267568290233612,0.1411631852388382,0.14446379244327545,0.14403092861175537,0.14359278976917267,0.14315108954906464
0.24,0.14785288274288177,0.14701277017593384,0.1457449197769165,0.1442745327949524,0.1426745057106018,0.14102298021316528,0.1393989473581314,0.13787782192230225,0.14133290946483612,0.1408511996269226,0.14037251472473145,0.13989883661270142
0.25,0.1463487446308136,0.14468474686145782,0.14307066798210144,0.14132848381996155,0.13955049216747284,0.13782915472984314,0.1362515538930893,0.13489429652690887,0.13814347982406616,0.13765671849250793,0.13718295097351074,0.13672423362731934
0.26,0.14444281160831451,0.14210239052772522,0.14023372530937195,0.13834095001220703,0.13653142750263214,0.13490527868270874,0.13354910910129547,0.13253062963485718,0.13519200682640076,0.134750097990036,0.13433195650577545,0.13393940031528473
0.27,0.14226418733596802,0.1394495964050293,0.13745084404945374,0.1355569213628769,0.13388276100158691,0.13252659142017365,0.1315632462501526,0.13103950023651123,0.13275283575057983,0.13240689039230347,0.13209502398967743,0.13181866705417633
0.28,0.13996152579784393,0.13691160082817078,0.13493210077285767,0.13320311903953552,0.13183680176734924,0.13091707229614258,0.13049408793449402,0.1305810958147049,0.1310526728630066,0.13084933161735535,0.13068869709968567,0.13057135045528412
0.29,0.13769209384918213,0.1346624791622162,0.132865309715271,0.1314699351787567,0.1305723786354065,0.13022847473621368,0.13045015931129456,0.1312054842710495,0.13024961948394775,0.13022539019584656,0.13024944067001343,0.130321204662323
0.3,0.1356104612350464,0.13285362720489502,0.13140255212783813,0.13049614429473877,0.13019953668117523,0.13052600622177124,0.13143715262413025,0.1328471302986145,0.13041841983795166,0.13059476017951965,0.13082057237625122,0.13109390437602997
0.31,0.13385774195194244,0.13160401582717896,0.13064917922019958,0.13035812973976135,0.13074985146522522,0.1317821890115738,0.1333571821451187,0.13533151149749756,0.1315436214208603,0.13192304968833923,0.13234783709049225,0.13281457126140594
0.32,0.1325518935918808,0.13099294900894165,0.13065659999847412,0.1310640275478363,0.1321740746498108,0.1338793933391571,0.13601860404014587,0.1383935660123825,0.13352112472057343,0.13408516347408295,0.1346847116947174,0.13531494140625
0.33,0.13177993893623352,0.1310553103685379,0.13141918182373047,0.13255366683006287,0.13434666395187378,0.1366211175918579,0.13915498554706573,0.14170600473880768,0.13616779446601868,0.13687703013420105,0.13760638236999512,0.13834980130195618
0.34,0.13159245252609253,0.13178014755249023,0.1328752338886261,0.13470369577407837,0.13707688450813293,0.13975021243095398,0.14245188236236572,0.14491435885429382,0.13923844695091248,0.1400350034236908,0.14083151519298553,0.14162114262580872
0.35000000000000003,0.13200053572654724,0.13311198353767395,0.13491211831569672,0.13733796775341034,0.14012549817562103,0.14297306537628174,0.14557835459709167,0.14767473936080933,0.14244872331619263,0.14326068758964539,0.1440492570400238,0.14480739831924438
0.36,0.1329757571220398,0.13495513796806335,0.13737496733665466,0.14024195075035095,0.14322593808174133,0.14598733186721802,0.14822031557559967,0.14969110488891602,0.14550137519836426,0.14624926447868347,0.14694935083389282,0.1475951373577118
0.37,0.13445252180099487,0.13718053698539734,0.14007848501205444,0.1431802362203598,0.14610756933689117,0.14851014316082,0.15011200308799744,0.15074686706066132,0.14811363816261292,0.14871817827224731,0.14925193786621094,0.14970992505550385
0.38,0.1363329291343689,0.13963478803634644,0.1428207904100418,0.14591540396213531,0.1485191136598587,0.15030479431152344,0.15106290578842163,0.15072846412658691,0.150043785572052,0.15043403208255768,0.15073475241661072,0.1509433537721634
